Peak_Coordinates	BCL11A	CTCF	CTCFL	DNMT1	ETS2	GTF2I	GTF3A	IRF2	KLF1	KLF10	KLF11	KLF13	KLF15	KLF16	KLF2	KLF4	KLF5	KLF7	KLF9	LYL1	MAZ	MZF1	PATZ1	PRDM6	RBAK	RREB1	SALL2	SALL4	SP1	SP2	SP4	SP5	SP7	SP8	SP9	STAT2	TAL1	TCF12	VEZF1	WT1	ZBTB17	ZBTB7A	ZBTB7C	ZFP14	ZFP28	ZFP57	ZFP64	ZFP69B	ZFX	ZFY	ZNF121	ZNF124	ZNF132	ZNF169	ZNF180	ZNF181	ZNF182	ZNF189	ZNF202	ZNF205	ZNF219	ZNF23	ZNF263	ZNF267	ZNF281	ZNF283	ZNF30	ZNF304	ZNF311	ZNF341	ZNF354C	ZNF37A	ZNF384	ZNF394	ZNF398	ZNF436	ZNF441	ZNF444	ZNF467	ZNF484	ZNF513	ZNF527	ZNF530	ZNF543	ZNF548	ZNF557	ZNF566	ZNF571	ZNF596	ZNF613	ZNF658	ZNF682	ZNF71	ZNF766	ZNF77	ZNF770	ZNF774	ZNF776	ZNF786	ZNF823	ZNF84	ZNF846	ZNF860	ZSCAN22	ZSCAN30
chr3_181023450_181023951	0	0	0	0.1585	0	0.708	0	0	0.567	0.512	0.6715	0.508	0.6935	0.43	0.454	0.4065	0.4045	0.6975	0.54	0	0.5965	0	0	0	0	0	0.1445	0.5885	0.973	0.459	0.1965	0	0.7125	0.3705	0.778	0	0	0	0.4075	0.24	0.1635	0	0	0	0	0.4475	0.7235	0	0.5435	0.6395	0	0	0	0	0.716	0	0	0	0.476	0	0.2595	0.174	0.4355	0.3775	0	0.662	0.203	0.5385	0.423	0.852	0	0.6525	0	0	0	0	0	0.679	0.322	0.283	0	0	0	0.5915	0.5315	0.5805	0.3305	0.8675	0	0	0.5445	0	0	0	0	0.195	0	0	0	0	0	0.5735	0	0	0.7215
chr4_1499943_1500444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4255	0	0	0	0	0	0.344	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0.4535	0	0	0	0	0	0	0.1565	0	0	0	0	0	0.7575	0	0	0	0	0	0	0	0	0	0	0.7395	0	0	0	0	0	0	0	0	0	0	0	0	0.872	0	0.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4855
chr4_15362644_15363145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302	0	0	0	0.534	0	0.376	0.3995	0	0	0	0	0	0	0	0.405	0	0	0	0	0.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7085	0.8745	0	0	0	0	0	0	0	0	0.65	0	0	0.219	0.6755	0	0.29	0	0	0
chr4_15474562_15475063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4_22434790_22435291	0	0	0	0	0	0	0	0.5165	0.7695	0.4025	0	0.3495	0.637	0.914	0	0.356	0.114	0.454	0.454	0	0	0	0	0.284	0	0	0	0	0.5825	0.1835	0.3405	0	0.4525	0.6465	0.22	0.2545	0	0	0.5125	0.61	0.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	0	0	0	0	0.126	0	0.287	0	0.694	0	0.307	0	0	0	0	0.215	0	0.687	0.6895	0.6565	0	0	0	0.348	0.566	0	0	0	0	0	0	0	0.4565	0	0	0.39	0	0	0	0.547	0	0	0.6965	0	0	0
chr4_35956114_35956615	0	0.2295	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8525	0	0	0	0.3265	0	0	0	0	0	0.7255	0	0	0	0	0	0.319	0	0	0.166	0.423	0.5675	0.375	0	0	0.6385	0	0	0	0.5855	0	0.7815	0.287	0	0	0	0	0	0	0	0	0.4415	0	0	0	0	0	0.595	0.7385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2715	0	0	0
chr4_40314771_40315272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3665	0	0
chr4_55157873_55158374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.972	0	0	0	0	0	0	0	0	0	0	0.806	0	0.8135	0	0	0	0	0	0
chr4_55405105_55405606	0	0	0	0	0	0	0	0	0	0.3825	0	0	0	0	0	0	0	0.279	0.4055	0	0.253	0.275	0	0	0	0	0	0	0	0	0	0.7545	0	0	0	0	0	0	0.7915	0.398	0.2275	0	0	0	0	0	0	0	0.999	0.724	0	0	0	0	0.5615	0	0	0	0	0	0	0	0	0	0	0	0	0.167	0	0	0.9915	0	0	0	0	0	0	0	0.1275	0.3215	0	0	0	0	0	0.2895	0	0	0	0	0	0	0.159	0	0	0.651	0.2965	0.1975	0	0	0	0	0	0	0
chr4_84262337_84262838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3805	0.5455	0	0	0	0.159	0.987	0	0	0	0.286	0	0.9305	0.582	0	0	0	0	0.801	0	0	0	0.8045	0	0	0	0	0	0	0	0.438	0.4485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7845	0.647	0	0	0.989	0.8775	0	0	0	0	0	0	0	0	0	0	0	0	0.234	0	0	0
chr4_84361993_84362494	0	0	0	0	0.8235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9445	0	0	0	0	0	0.3355	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5475	0	0	0	0	0	0	0	0	0.856	0	0	0.986	0	0	0	0	0.942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4_125059091_125059592	0	0	0	0	0.78	0.9115	0	0	0.887	0.645	0.1255	0.412	0.6385	0.793	0.1355	0	1	0.648	0.774	0.701	0.228	0.3525	0.5225	0	0	0	0.711	0.3855	0.869	0	0.995	0	0.612	0.867	0.983	0	0.473	0	0.269	0.8305	0.21	0	0.723	0	0	0.2135	0.8095	0	0.203	0	0	0	0.8875	0	0.686	0	0	0	0.183	0	0.922	0	0.547	0.936	0.679	0.3255	0.284	0.586	0	0.348	0	0.747	0	0	0.956	0	0.996	0.794	0.264	0	0	0	0	0.548	0.3845	0.6115	0	0.34	0.6815	0	0	0.514	0	0	0	0.651	0	0	0.23	0	0	0.9915	0.598	0.8165	0
chr4_125063829_125064330	0	0	0	0	0	0	0	0	0.3855	0.2155	0	0.4895	0.5895	0.5155	0	0.4635	0.2285	0.6085	0.633	0	0.3	0	0	0	0	0	0	0	0.575	0.6615	0.687	0	0.1995	0.495	0.1715	0	0	0	0.389	0.1855	0.416	0	0	0	0	0.1835	0.231	0	0	0	0	0	0.743	0.749	0.678	0	0	0	0.142	0	0	0	0	0	0	0	0	0.72	0.721	0.383	0	0	0	0	0	0.2415	0.3605	0.243	0.21	0	0	0	0	0.2615	0	0	0	0	0	0	0.344	0	0	0	0	0.6655	0.287	0	0	0	0	0.659	0	0	0
chr4_125095171_125095672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1345	0	0	0	0	0	0	0	0	0	0	0	0.1755	0	0	0.8745	0	0	0	0	0	0	0	0.1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1255	0	0	0.6645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4_125107082_125107583	0	0.346	0.964	0.705	0	0.2685	0	0	0.9655	0.9345	0	0.3895	0.2345	0.3425	0	0.52	0.6075	0.1275	0.145	0	0	0	0	0	0	0	0.141	0	0.9865	0	0.56	0	0.7465	0.8075	0	0	0	0	0.936	0.9055	0.7645	0.1425	0	0	0	0	0	0.575	0.9995	0	0	0	0	0	0.1165	0	0	0	0	0	0	0	0	0	0	0.6885	0.3545	0.315	0	0.448	0	0.5375	0	0	0	0	0.7525	0	0	0	0	0	0	0.2225	0.183	0.508	0.4855	0	0	0	0	0	0	0	0	0.147	0	0	0.7095	0	0	0.298	0	0	0
chr4_125153435_125153936	0	0.1465	0.3955	0	0.719	0	0	0	0.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3375	0	0	0	0	0	0	0	0	0	0	0	0	0.5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3955	0	0	0	0.6145	0.487	0.208	0	0	0	0	0	0	0	0	0	0.19	0.8345	0	0	0	0.767	0	0.5945	0	0.161	0.2065	0	0	0	0	0	0	0.2945	0	0	0	0	0	0.137	0	0	0	0.118	0	0	0.512	0	0	0.6665	0	0
chr4_125175435_125175936	0	0.684	0.133	0	0	0	0	0	0	0.476	0	0	0	0	0	0	0	0	0.694	0.1395	0	0	0	0	0	0	0.588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444	0.851	0	0	0	0.4845	0	0	0	0	0	0.6665	0.8765	0	0	0	0	0	0.8375
chr4_126483154_126483655	0	0	0	0	0	0.8815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315	0.37	0	0	0	0	0	0	0	0	0	0	0
chr4_129054677_129055178	0	0	0	0	0	0	0	0.2205	0	0	0	0	0	0	0	0.9985	0.921	0	0	0.121	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.1535	1	0.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279	0	0.2325	1
chr4_130002257_130002758	0	0.628	0	0	0	0.6015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.891	0	0	0	0	0	0	0	0	0	0	0.471	0	0	0	0.6185	0	0	0.566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0.485	0.316	0	0
chr4_132557957_132558458	0	0.8135	0.2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402	0.7335	0	0	0	0	0	0	0	0	0	0.641	0	0	0.7145	0.567	0	0	0	0.239	0	0	0	0	0	0	0	0.754	0.778	0	0	0	0	0	0.5755	0	0.419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1245	0	0	0	0.5415	0.7575	0	0	0	0	0	0	0.7475	0	0	0.214	0	0	0.1495	0	0	0
chr4_135098007_135098508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217	0	0	0	0	0	0	0	0	0	0	0	0.292	0	0	0	0	0	0	0	0	0.204	0	0	0	0	0	0.277	0	0	0	0	0.141	0.9635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9985	0	0.247	0	0	0	0	0	0.493	0	0	0	0	0.1725	0.21	0	0	0
chr4_135138067_135138568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2575	0	0	0	0	0	0	0	0	0	0	0	0.815	0	0	0	0	0	0	0	0	0.509	0	0	0	0	0	0.581	0.3465	0	0	0	0	0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1445	0	0.32	0	0	0	0	0	0.7135	0	0	0	0	0.1955	0	0	0	0
chr4_139171174_139171675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7325	0.201	0	0	0.6975	0	0.2355	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0.4945	0	0	0	0	0	0	0	0.159	0	0	0	0	0.1755	0	0	0	0	0	0	0	0	0	0	0.4405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1765	0	0	0	0	0	0.295	0	0	0
chr4_144693059_144693560	0	0	0	0	0.867	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3025	0	0	0.483	0	0	0	0.908	0	0	0	0	0	0	0	0	0	0	0.227	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.334	0	0	0.874	0	0	0.2435	0	0	0	0	0	0	0	0	0	0	0	0.728	0.949	0	0.363	0	0	0	0.998	0	0	0	0	0	0	0.999	0	0	0	0.3535	0	0	0	0	0	0.167	0.919	0	0	0	0	0	0	0	0
chr4_153231771_153232272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1345	0	0.535	0	0	0.3885	0	0	0	0	0	0	0	0	0	0.567	0	0	0	0.722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4_166749445_166749946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564	0	0	0.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7645	0	0	0	0	0	0	0	0	0	0	0	0	0.701	0	0	0	0.7745	0	0	0	0	0	0	0	0	0.378	0	0	0	0	0	0
chr5_15215072_15215573	0.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0	0	0	0	0	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_15219610_15220111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9725	0.944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_46398075_46398576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3805	0.7095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.807	0	0	0	0	0	0	0	0	0	0	0.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0
chr5_46425123_46425624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2165	0	0	0	0	0	0	0	0	0	0
chr5_46521974_46522475	0	0.8195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562	0	0	0	0	0	0	0	0	0.4275	0	0	0.8705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9995	0	0.2455	0	0	0	0	0	0.8175	0	0	0	0	0	0	0	0	0	0	0.126	0	0	0.283	0	0	0	0	0	0	0	0.1875	0	0	0	0
chr5_81800680_81801181	0	0	0	0	0.1675	0	0	0	0	0.6435	0	0	0.277	0	0	0	0	0.246	0.287	0	0	0.912	0	0	0.916	0	0	0	0	0.1635	0	0	0.373	0	0	0	0	0	0.398	0.57	0.2135	0	0	0	0	0	0	0	0	0	0	0	0.6595	0	0.34	0	0	0	0.258	0.581	0	0	0.7465	0	0	0	0	0	0.5595	0	0	0	0	0.678	0	0.7095	0.7165	0	0.429	0.434	0	0	0	0.2155	0	0	0	0.249	0	0	0.5675	0	0	0	0	0.2865	0.7125	0	0	0.3705	0	0.324	0	0	0
chr5_81801209_81801710	0	0	0	0	0	0.633	0.9425	0	0.3625	0.487	0	0	0	0	0.5445	0	0	0.7815	0	0	0.417	0	0	0	0	0	0.844	0.307	0	0.29	0	0.782	0.3895	0	0	0	0	0	0.315	0.1715	0.5555	0	0	0	0	0	0	0.235	0	0	0	0	0.8105	0	0.145	0	0	0.493	0.627	0	0.15	0.1265	0	0.7485	0.2465	0.776	0.6215	0.954	0.1635	0.806	0	0	0	0	0.203	0	0	0.1365	0.295	0	0	0	0	0.449	0.1175	0	0	0.9045	0	0	0.2075	0	0.4715	0	0	0.57	0	0.655	0	0	0	0.6825	0	0.4785	0
chr5_86666044_86666545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9595	0	0	0.4965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7585	0	0	0	0	0	0	0	0	0	0	0.9625	0	0	0	0	0
chr5_93064182_93064683	0	0	0	0	0	0	0	0	0	0	0.4285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1735	0	0	0	0.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_99526757_99527258	0	0	0	0	0	0	0	0.5505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998	0	0	0	0	0	0	0	0	0	0.299	0	0	0	0	0.8725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832	0	0	0	0	0	0	0	0	0	0	0
chr5_99529987_99530488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_107096476_107096977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_108041897_108042398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	0.4415	0	0	0	0	0	0	0	0	0	0.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_120667798_120668299	0	0	0	0.6285	0	0	0	0	0	0.8505	0	0	0	0	0	0	0	0	0	0	0.7615	0	0	0	0	0	0.869	0	0	0	0	0	0.36	0	0	0	0	0	0.7705	0	0	0	0	0	0	0.607	0	0	0.3305	0.1495	0	0	0	0	0.6755	0	0	0.7775	0.7605	0	0	0	0.597	0	0.7255	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0.3855	0	0	0	0	0	0.514	0.7425	0	0.317	0.4835	0	0	0	0	0	0	0	0	0	0	0	0	0.569	0	0.6555	0
chr5_141206223_141206724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1235	0	0.732	0	0	0	0	0	0.426	0	0	0	0	0	0	0	0	0	0	0.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_143541482_143541983	0	0	0	0.595	0	0	0	0	0	0	0.376	0	0	0	0	0	0	0	0	0	0.8065	0	0	0	0.463	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1835	0	0	0	0	0	0	0	0.581	0	0	0	0	0	0	0	0	0	0.397	0	0	0.592	0.6425	0	0	0	0	0	0	0	0.283	0	0	0.7845	0	0.5065	0	0.1785	0
chr5_166343261_166343762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9095	0	0	0	0	0	0	0	0	0	0	0.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_166490098_166490599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_167258222_167258723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5_167326028_167326529	0	0	0	0	0	0	0	0	0.2435	0.609	0	0.159	0.659	0.6875	0	0.265	0.5165	0.371	0.49	0	0	0	0	0.4285	0	0	0	0	0.285	0	0.7975	0	0	0.211	0.886	0.163	0	0	0	0.6295	0	0	0	0	0.1775	0	0	0	0	0	0	0	0	0	0.6905	0	0.256	0	0	0.3	0	0	0	0	0.562	0	0	0.522	0	0	0	0	0.3585	0	0	0	0	0	0	0	0	0.55	0	0	0	0.4515	0	0	0.711	0.227	0	0.342	0.364	0	0	0	0	0	0.425	0	0	0.2	0	0	0
chr5_170538343_170538844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9425	0.629	0	0	0	0	0	0	0	0.575	0	0	0	0	0	0	0	0	0	0.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.812	0	0	0	0	0	0	0	0	0	0
chr5_183378352_183378853	0	0	0	0	0	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_7280109_7280610	0	0	0	0	0	0	0	0.8885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846	0	0	0	0	0	0	0	0	0	0	0	0.733	0	0	0.315	0	0	0	0	0	0	0	0	0	0	1	0	0.7505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5035	0	0	0	0	0	0	0	0	0	0	0	0	0.1485	0	0
chr6_16017917_16018418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403	0	0	0	0	0	0	0	0	0.6665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841	0	0	0
chr6_16702739_16703240	0	0	0	0	0	0	0	0	0.359	0.4825	0	0.598	0.6865	0.451	0	0.284	0.869	0.6025	0.5375	0	0	0	0	0	0	0	0	0	0.9865	0	0.3745	0	0	0.754	0.3055	0	0	0	0	0.5445	0	0	0	0	0	0	0.5965	0	0	0	0	0	0	0.4215	0.5695	0	0	0	0	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2095	0	0.6175	0	0	0	0.618	0	0	0	0.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236	0	0	0
